student_id,department,math_score,physics_score,chemistry_score,biology_score,programming_interest,electronics_interest,mechanical_interest,medical_interest,creativity_score,communication_score,science_avg,stem_score,bio_chem_score,tech_interest,engineering_interest,medical_affinity,math_bio_gap,tech_medical_gap,science_comm_gap,soft_skills,is_tech,is_medical,is_business,is_engineering
701,ECE,84,93,58,50,10,10,5,1,8,5,67.0,88.5,54.0,10.0,7.5,27.5,34,9.0,62.0,6.5,0,0,0,0
702,EEE,91,98,58,53,5,10,5,1,7,7,69.66666666666667,94.5,55.5,7.5,7.5,28.25,38,6.5,62.66666666666667,7.0,0,0,0,0
703,Mechanical,84,90,74,59,3,4,10,3,6,5,74.33333333333333,87.0,66.5,3.5,7.0,34.75,25,0.5,69.33333333333333,5.5,0,0,0,1
704,Mechanical,80,94,73,63,5,10,10,1,10,6,76.66666666666667,87.0,68.0,7.5,10.0,34.5,17,6.5,70.66666666666667,8.0,0,0,0,1
705,Civil,86,82,63,59,4,6,6,3,11,7,68.0,84.0,61.0,5.0,6.0,32.0,27,2.0,61.0,9.0,0,0,0,0
706,Pharmacy,64,71,98,92,1,5,3,9,4,6,87.0,67.5,95.0,3.0,4.0,52.0,-28,-6.0,81.0,5.0,0,1,0,0
707,BCom,76,59,53,63,4,0,2,1,9,5,58.333333333333336,67.5,58.0,2.0,1.0,29.5,13,1.0,53.333333333333336,7.0,0,0,0,0
708,CSE,93,92,65,50,10,4,2,0,3,5,69.0,92.5,57.5,7.0,3.0,28.75,43,7.0,64.0,4.0,1,0,0,0
709,BBA,75,53,68,62,4,7,6,4,9,10,61.0,64.0,65.0,5.5,6.5,34.5,13,1.5,51.0,9.5,0,0,1,0
710,Mechanical,88,85,72,55,6,3,10,3,9,6,70.66666666666667,86.5,63.5,4.5,6.5,33.25,33,1.5,64.66666666666667,7.5,0,0,0,1
711,EEE,94,91,69,58,6,10,2,0,5,6,72.66666666666667,92.5,63.5,8.0,6.0,31.75,36,8.0,66.66666666666667,5.5,0,0,0,0
712,CSE,96,83,62,58,10,8,1,1,7,7,67.66666666666667,89.5,60.0,9.0,4.5,30.5,38,8.0,60.66666666666667,7.0,1,0,0,0
713,ECE,87,90,63,49,6,10,7,0,2,7,67.33333333333333,88.5,56.0,8.0,8.5,28.0,38,8.0,60.33333333333333,4.5,0,0,0,1
714,Mechanical,91,91,69,57,4,8,10,2,6,7,72.33333333333333,91.0,63.0,6.0,9.0,32.5,34,4.0,65.33333333333333,6.5,0,0,0,1
715,Pharmacy,72,70,96,89,0,2,2,8,3,9,85.0,71.0,92.5,1.0,2.0,50.25,-17,-7.0,76.0,6.0,0,1,0,0
716,CSE,92,87,58,64,10,5,0,2,6,7,69.66666666666667,89.5,61.0,7.5,2.5,31.5,28,5.5,62.66666666666667,6.5,1,0,0,0
717,Mechanical,85,86,74,60,4,6,10,2,5,1,73.33333333333333,85.5,67.0,5.0,8.0,34.5,25,3.0,72.33333333333333,3.0,0,0,0,1
718,ECE,91,96,59,50,4,10,5,1,8,4,68.33333333333333,93.5,54.5,7.0,7.5,27.75,41,6.0,64.33333333333333,6.0,0,0,0,0
719,CSE,95,87,66,50,10,6,2,0,5,3,67.66666666666667,91.0,58.0,8.0,4.0,29.0,45,8.0,64.66666666666667,4.0,1,0,0,0
720,BCom,74,59,58,62,2,0,2,3,8,7,59.666666666666664,66.5,60.0,1.0,1.0,31.5,12,-2.0,52.666666666666664,7.5,0,0,0,0
721,BA English,61,52,67,71,5,2,0,3,9,8,63.333333333333336,56.5,69.0,3.5,1.0,36.0,-10,0.5,55.333333333333336,8.5,0,0,1,0
722,Pharmacy,68,70,91,87,2,6,3,9,5,6,82.66666666666667,69.0,89.0,4.0,4.5,49.0,-19,-5.0,76.66666666666667,5.5,0,1,0,0
723,BBA,72,59,65,62,3,7,0,3,10,8,62.0,65.5,63.5,5.0,3.5,33.25,10,2.0,54.0,9.0,0,0,1,0
724,MBBS,71,72,90,95,1,3,0,10,7,8,85.66666666666667,71.5,92.5,2.0,1.5,51.25,-24,-8.0,77.66666666666667,7.5,0,1,1,0
725,BBA,72,52,63,63,3,1,3,3,6,8,59.333333333333336,62.0,63.0,2.0,2.0,33.0,9,-1.0,51.333333333333336,7.0,0,0,0,0
726,Pharmacy,73,74,94,94,3,3,1,6,6,6,87.33333333333333,73.5,94.0,3.0,2.0,50.0,-21,-3.0,81.33333333333333,6.0,0,0,0,0
727,BA English,60,56,63,67,3,2,0,2,9,8,62.0,58.0,65.0,2.5,1.0,33.5,-7,0.5,54.0,8.5,0,0,1,0
728,Mechanical,89,94,71,56,0,6,10,2,5,4,73.66666666666667,91.5,63.5,3.0,8.0,32.75,33,1.0,69.66666666666667,4.5,0,0,0,1
729,BCom,77,59,60,64,5,7,2,3,10,7,61.0,68.0,62.0,6.0,4.5,32.5,13,3.0,54.0,8.5,0,0,0,0
730,BA English,60,54,61,68,4,3,3,3,8,10,61.0,57.0,64.5,3.5,3.0,33.75,-8,0.5,51.0,9.0,0,0,1,0
731,Civil,83,82,59,66,5,3,8,4,3,6,69.0,82.5,62.5,4.0,5.5,33.25,17,0.0,63.0,4.5,0,0,0,0
732,Pharmacy,74,83,98,97,1,1,1,9,6,7,92.66666666666667,78.5,97.5,1.0,1.0,53.25,-23,-8.0,85.66666666666667,6.5,0,1,0,0
733,BA English,62,57,62,66,2,2,2,5,8,7,61.666666666666664,59.5,64.0,2.0,2.0,34.5,-4,-3.0,54.666666666666664,7.5,0,0,0,0
734,EEE,91,95,59,55,5,9,3,2,7,4,69.66666666666667,93.0,57.0,7.0,6.0,29.5,36,5.0,65.66666666666667,5.5,0,0,0,0
735,EEE,93,89,62,50,6,9,4,0,6,3,67.0,91.0,56.0,7.5,6.5,28.0,43,7.5,64.0,4.5,0,0,0,0
736,EEE,94,92,67,56,3,8,6,0,6,4,71.66666666666667,93.0,61.5,5.5,7.0,30.75,38,5.5,67.66666666666667,5.0,0,0,0,0
737,EEE,89,97,71,50,2,7,6,0,5,6,72.66666666666667,93.0,60.5,4.5,6.5,30.25,39,4.5,66.66666666666667,5.5,0,0,0,0
738,BA English,59,50,62,70,1,3,1,3,7,7,60.666666666666664,54.5,66.0,2.0,2.0,34.5,-11,-1.0,53.666666666666664,7.0,0,0,0,0
739,Pharmacy,66,80,95,86,2,3,2,9,4,8,87.0,73.0,90.5,2.5,2.5,49.75,-20,-6.5,79.0,6.0,0,1,0,0
740,BBA,71,54,59,61,3,9,1,5,10,9,58.0,62.5,60.0,6.0,5.0,32.5,10,1.0,49.0,9.5,0,0,1,0
741,BBA,71,59,63,55,2,4,3,0,9,10,59.0,65.0,59.0,3.0,3.5,29.5,16,3.0,49.0,9.5,0,0,1,0
742,EEE,84,98,60,55,5,7,5,3,7,5,71.0,91.0,57.5,6.0,6.0,30.25,29,3.0,66.0,6.0,0,0,0,0
743,Mechanical,90,88,75,61,4,10,10,2,5,7,74.66666666666667,89.0,68.0,7.0,10.0,35.0,29,5.0,67.66666666666667,6.0,0,0,0,1
744,Mechanical,80,92,70,52,5,7,10,3,4,2,71.33333333333333,86.0,61.0,6.0,8.5,32.0,28,3.0,69.33333333333333,3.0,0,0,0,1
745,EEE,87,94,63,57,6,8,10,1,9,5,71.33333333333333,90.5,60.0,7.0,9.0,30.5,30,6.0,66.33333333333333,7.0,0,0,0,1
746,MBBS,77,79,95,97,2,3,0,10,6,8,90.33333333333333,78.0,96.0,2.5,1.5,53.0,-20,-7.5,82.33333333333333,7.0,0,1,0,0
747,Pharmacy,72,78,97,85,3,5,3,9,6,9,86.66666666666667,75.0,91.0,4.0,4.0,50.0,-13,-5.0,77.66666666666667,7.5,0,1,0,0
748,BA English,61,46,50,65,3,3,1,3,8,10,53.666666666666664,53.5,57.5,3.0,2.0,30.25,-4,0.0,43.666666666666664,9.0,0,0,1,0
749,Nursing,64,66,74,89,2,2,1,9,9,9,76.33333333333333,65.0,81.5,2.0,1.5,45.25,-25,-7.0,67.33333333333333,9.0,0,1,1,0
750,ECE,89,91,57,50,5,10,5,0,7,6,66.0,90.0,53.5,7.5,7.5,26.75,39,7.5,60.0,6.5,0,0,0,0
751,MBBS,72,82,96,100,2,4,1,10,2,9,92.66666666666667,77.0,98.0,3.0,2.5,54.0,-28,-7.0,83.66666666666667,5.5,0,1,0,0
752,BA English,68,58,61,62,5,1,2,1,8,10,60.333333333333336,63.0,61.5,3.0,1.5,31.25,6,2.0,50.333333333333336,9.0,0,0,1,0
753,Nursing,65,62,69,90,0,2,1,8,5,9,73.66666666666667,63.5,79.5,1.0,1.5,43.75,-25,-7.0,64.66666666666667,7.0,0,1,0,0
754,BCom,80,57,58,50,5,5,3,1,5,8,55.0,68.5,54.0,5.0,4.0,27.5,30,4.0,47.0,6.5,0,0,0,0
755,CSE,93,83,65,52,10,6,2,3,1,7,66.66666666666667,88.0,58.5,8.0,4.0,30.75,41,5.0,59.66666666666667,4.0,1,0,0,0
756,EEE,92,100,66,55,5,9,7,0,5,3,73.66666666666667,96.0,60.5,7.0,8.0,30.25,37,7.0,70.66666666666667,4.0,0,0,0,1
757,Mechanical,78,82,71,61,3,5,10,2,8,4,71.33333333333333,80.0,66.0,4.0,7.5,34.0,17,2.0,67.33333333333333,6.0,0,0,0,0
758,CSE,93,85,68,59,10,5,2,0,10,6,70.66666666666667,89.0,63.5,7.5,3.5,31.75,34,7.5,64.66666666666667,8.0,1,0,0,0
759,ECE,86,92,60,46,8,10,4,0,1,5,66.0,89.0,53.0,9.0,7.0,26.5,40,9.0,61.0,3.0,1,0,0,0
760,BA English,68,59,54,62,6,2,0,1,10,10,58.333333333333336,63.5,58.0,4.0,1.0,29.5,6,3.0,48.333333333333336,10.0,0,0,1,0
761,BBA,68,58,56,64,2,6,3,3,7,8,59.333333333333336,63.0,60.0,4.0,4.5,31.5,4,1.0,51.333333333333336,7.5,0,0,1,0
762,Mechanical,85,90,70,55,4,2,10,2,6,8,71.66666666666667,87.5,62.5,3.0,6.0,32.25,30,1.0,63.66666666666667,7.0,0,0,0,1
763,MBBS,73,82,96,98,2,1,0,10,8,11,92.0,77.5,97.0,1.5,0.5,53.5,-25,-8.5,81.0,9.5,0,1,1,0
764,MBBS,62,81,95,98,2,0,2,10,8,10,91.33333333333333,71.5,96.5,1.0,1.0,53.25,-36,-9.0,81.33333333333333,9.0,0,1,1,0
765,CSE,93,83,62,61,10,5,1,1,5,6,68.66666666666667,88.0,61.5,7.5,3.0,31.25,32,6.5,62.66666666666667,5.5,1,0,0,0
766,BA English,64,56,61,71,2,2,3,3,8,8,62.666666666666664,60.0,66.0,2.0,2.5,34.5,-7,-1.0,54.666666666666664,8.0,0,0,1,0
767,ECE,94,90,56,56,10,10,6,2,5,4,67.33333333333333,92.0,56.0,10.0,8.0,29.0,38,8.0,63.33333333333333,4.5,1,0,0,0
768,Nursing,70,61,74,83,1,1,0,8,6,9,72.66666666666667,65.5,78.5,1.0,0.5,43.25,-13,-7.0,63.66666666666667,7.5,0,0,0,0
769,Pharmacy,72,73,93,91,1,6,2,10,5,8,85.66666666666667,72.5,92.0,3.5,4.0,51.0,-19,-6.5,77.66666666666667,6.5,0,1,0,0
770,MBBS,80,85,91,100,2,4,0,10,8,5,92.0,82.5,95.5,3.0,2.0,52.75,-20,-7.0,87.0,6.5,0,1,0,0
771,BCom,74,49,74,57,5,2,3,4,7,6,60.0,61.5,65.5,3.5,2.5,34.75,17,-0.5,54.0,6.5,0,0,0,0
772,Civil,79,72,70,61,0,5,4,3,6,6,67.66666666666667,75.5,65.5,2.5,4.5,34.25,18,-0.5,61.66666666666667,6.0,0,0,0,0
773,BA English,67,60,63,58,2,4,2,0,9,9,60.333333333333336,63.5,60.5,3.0,3.0,30.25,9,3.0,51.333333333333336,9.0,0,0,1,0
774,BA English,62,58,51,59,5,3,0,5,9,10,56.0,60.0,55.0,4.0,1.5,30.0,3,-1.0,46.0,9.5,0,0,1,0
775,BBA,77,62,56,53,3,6,7,4,10,9,57.0,69.5,54.5,4.5,6.5,29.25,24,0.5,48.0,9.5,0,0,1,0
776,Mechanical,88,91,71,59,2,3,10,2,7,4,73.66666666666667,89.5,65.0,2.5,6.5,33.5,29,0.5,69.66666666666667,5.5,0,0,0,1
777,ECE,92,97,62,46,10,10,3,1,9,7,68.33333333333333,94.5,54.0,10.0,6.5,27.5,46,9.0,61.33333333333333,8.0,1,0,0,0
778,BBA,67,56,62,72,6,7,3,2,6,9,63.333333333333336,61.5,67.0,6.5,5.0,34.5,-5,4.5,54.333333333333336,7.5,0,0,0,0
779,Nursing,71,61,73,87,3,2,0,8,6,8,73.66666666666667,66.0,80.0,2.5,1.0,44.0,-16,-5.5,65.66666666666667,7.0,0,1,0,0
780,EEE,86,96,54,52,9,8,3,2,3,4,67.33333333333333,91.0,53.0,8.5,5.5,27.5,34,6.5,63.33333333333333,3.5,1,0,0,0
781,BBA,71,60,57,64,0,3,2,0,11,8,60.333333333333336,65.5,60.5,1.5,2.5,30.25,7,1.5,52.333333333333336,9.5,0,0,1,0
782,Civil,85,78,65,64,4,2,3,2,8,5,69.0,81.5,64.5,3.0,2.5,33.25,21,1.0,64.0,6.5,0,0,0,0
783,CSE,99,84,65,48,10,6,1,1,5,4,65.66666666666667,91.5,56.5,8.0,3.5,28.75,51,7.0,61.66666666666667,4.5,1,0,0,0
784,CSE,94,84,59,49,10,9,2,2,7,4,64.0,89.0,54.0,9.5,5.5,28.0,45,7.5,60.0,5.5,1,0,0,0
785,EEE,87,94,61,47,6,9,5,0,8,8,67.33333333333333,90.5,54.0,7.5,7.0,27.0,40,7.5,59.33333333333333,8.0,0,0,1,0
786,Nursing,62,65,75,87,1,2,1,9,9,10,75.66666666666667,63.5,81.0,1.5,1.5,45.0,-25,-7.5,65.66666666666667,9.5,0,1,1,0
787,Pharmacy,68,67,95,87,3,2,3,10,8,7,83.0,67.5,91.0,2.5,2.5,50.5,-19,-7.5,76.0,7.5,0,1,0,0
788,Civil,81,77,61,57,2,7,3,4,6,7,65.0,79.0,59.0,4.5,5.0,31.5,24,0.5,58.0,6.5,0,0,0,0
789,EEE,89,94,58,52,3,8,6,1,8,4,68.0,91.5,55.0,5.5,7.0,28.0,37,4.5,64.0,6.0,0,0,0,0
790,BA English,60,44,61,69,1,2,0,0,10,9,58.0,52.0,65.0,1.5,1.0,32.5,-9,1.5,49.0,9.5,0,0,1,0
791,ECE,87,97,60,51,4,10,3,1,9,6,69.33333333333333,92.0,55.5,7.0,6.5,28.25,36,6.0,63.33333333333333,7.5,0,0,0,0
792,BA English,68,55,63,63,3,3,2,5,9,9,60.333333333333336,61.5,63.0,3.0,2.5,34.0,5,-2.0,51.333333333333336,9.0,0,0,1,0
793,CSE,99,79,71,55,10,7,2,0,6,4,68.33333333333333,89.0,63.0,8.5,4.5,31.5,44,8.5,64.33333333333333,5.0,1,0,0,0
794,Nursing,59,68,81,88,2,1,0,8,10,8,79.0,63.5,84.5,1.5,0.5,46.25,-29,-6.5,71.0,9.0,0,1,1,0
795,Mechanical,81,88,68,53,2,3,10,1,4,9,69.66666666666667,84.5,60.5,2.5,6.5,30.75,28,1.5,60.66666666666667,6.5,0,0,0,1
796,BA English,52,58,65,73,4,1,0,5,7,9,65.33333333333333,55.0,69.0,2.5,0.5,37.0,-21,-2.5,56.33333333333333,8.0,0,0,1,0
797,MBBS,60,85,93,96,2,2,2,10,5,9,91.33333333333333,72.5,94.5,2.0,2.0,52.25,-36,-8.0,82.33333333333333,7.0,0,1,0,0
798,Civil,88,72,62,54,4,6,6,1,8,8,62.666666666666664,80.0,58.0,5.0,6.0,29.5,34,4.0,54.666666666666664,8.0,0,0,1,0
799,Pharmacy,74,73,93,94,4,6,2,6,4,4,86.66666666666667,73.5,93.5,5.0,4.0,49.75,-20,-1.0,82.66666666666667,4.0,0,0,0,0
800,Civil,81,77,69,50,3,4,2,4,5,2,65.33333333333333,79.0,59.5,3.5,3.0,31.75,31,-0.5,63.33333333333333,3.5,0,0,0,0
801,Civil,72,83,62,61,5,0,4,5,10,6,68.66666666666667,77.5,61.5,2.5,2.0,33.25,11,-2.5,62.66666666666667,8.0,0,0,0,0
802,Pharmacy,74,78,93,89,3,3,1,9,5,11,86.66666666666667,76.0,91.0,3.0,2.0,50.0,-15,-6.0,75.66666666666667,8.0,0,1,0,0
803,Civil,79,74,72,60,2,4,7,3,3,8,68.66666666666667,76.5,66.0,3.0,5.5,34.5,19,0.0,60.66666666666667,5.5,0,0,0,0
804,CSE,96,91,65,63,10,8,2,1,6,1,73.0,93.5,64.0,9.0,5.0,32.5,33,8.0,72.0,3.5,1,0,0,0
805,ECE,85,92,56,51,5,10,2,2,8,5,66.33333333333333,88.5,53.5,7.5,6.0,27.75,34,5.5,61.33333333333333,6.5,0,0,0,0
806,MBBS,73,86,99,100,2,7,0,10,7,13,95.0,79.5,99.5,4.5,3.5,54.75,-27,-5.5,82.0,10.0,0,1,1,0
807,CSE,91,89,76,60,10,5,3,0,7,7,75.0,90.0,68.0,7.5,4.0,34.0,31,7.5,68.0,7.0,1,0,0,0
808,EEE,87,90,55,47,4,10,4,1,7,5,64.0,88.5,51.0,7.0,7.0,26.0,40,6.0,59.0,6.0,0,0,0,0
809,Mechanical,83,95,67,57,3,3,10,2,7,5,73.0,89.0,62.0,3.0,6.5,32.0,26,1.0,68.0,6.0,0,0,0,1
810,CSE,94,76,57,62,10,6,3,1,12,7,65.0,85.0,59.5,8.0,4.5,30.25,32,7.0,58.0,9.5,1,0,0,0
811,CSE,97,74,71,46,10,4,1,2,5,6,63.666666666666664,85.5,58.5,7.0,2.5,30.25,51,5.0,57.666666666666664,5.5,1,0,0,0
812,EEE,89,94,64,50,6,10,7,1,6,4,69.33333333333333,91.5,57.0,8.0,8.5,29.0,39,7.0,65.33333333333333,5.0,0,0,0,1
813,CSE,95,84,71,56,10,5,2,1,7,4,70.33333333333333,89.5,63.5,7.5,3.5,32.25,39,6.5,66.33333333333333,5.5,1,0,0,0
814,Pharmacy,73,76,96,87,1,5,2,9,6,5,86.33333333333333,74.5,91.5,3.0,3.5,50.25,-14,-6.0,81.33333333333333,5.5,0,1,0,0
815,ECE,89,92,63,52,6,10,4,3,4,2,69.0,90.5,57.5,8.0,7.0,30.25,37,5.0,67.0,3.0,0,0,0,0
816,CSE,95,83,66,58,10,6,1,0,3,8,69.0,89.0,62.0,8.0,3.5,31.0,37,8.0,61.0,5.5,1,0,0,0
817,Pharmacy,67,74,97,88,2,4,3,10,6,7,86.33333333333333,70.5,92.5,3.0,3.5,51.25,-21,-7.0,79.33333333333333,6.5,0,1,0,0
818,Pharmacy,70,75,98,90,2,5,2,6,8,7,87.66666666666667,72.5,94.0,3.5,3.5,50.0,-20,-2.5,80.66666666666667,7.5,0,0,0,0
819,MBBS,77,85,94,100,2,5,0,10,10,7,93.0,81.0,97.0,3.5,2.5,53.5,-23,-6.5,86.0,8.5,0,1,0,0
820,CSE,96,78,58,59,10,6,2,1,5,3,65.0,87.0,58.5,8.0,4.0,29.75,37,7.0,62.0,4.0,1,0,0,0
821,MBBS,80,75,96,98,2,5,2,10,7,9,89.66666666666667,77.5,97.0,3.5,3.5,53.5,-18,-6.5,80.66666666666667,8.0,0,1,1,0
822,BCom,77,57,52,60,4,5,2,2,9,8,56.333333333333336,67.0,56.0,4.5,3.5,29.0,17,2.5,48.333333333333336,8.5,0,0,1,0
823,Pharmacy,73,72,95,88,4,0,2,8,8,7,85.0,72.5,91.5,2.0,1.0,49.75,-15,-6.0,78.0,7.5,0,1,0,0
824,Nursing,69,62,70,87,2,3,1,10,6,9,73.0,65.5,78.5,2.5,2.0,44.25,-18,-7.5,64.0,7.5,0,1,0,0
825,CSE,95,89,60,58,10,4,2,0,5,3,69.0,92.0,59.0,7.0,3.0,29.5,37,7.0,66.0,4.0,1,0,0,0
826,BCom,74,58,62,63,3,1,2,1,4,5,61.0,66.0,62.5,2.0,1.5,31.75,11,1.0,56.0,4.5,0,0,0,0
827,Mechanical,92,92,66,59,5,9,10,3,7,7,72.33333333333333,92.0,62.5,7.0,9.5,32.75,33,4.0,65.33333333333333,7.0,0,0,0,1
828,ECE,89,94,62,57,7,10,2,1,7,7,71.0,91.5,59.5,8.5,6.0,30.25,32,7.5,64.0,7.0,0,0,0,0
829,BA English,66,49,48,68,2,2,1,3,8,10,55.0,57.5,58.0,2.0,1.5,30.5,-2,-1.0,45.0,9.0,0,0,1,0
830,BBA,74,66,65,57,4,4,0,6,8,9,62.666666666666664,70.0,61.0,4.0,2.0,33.5,17,-2.0,53.666666666666664,8.5,0,0,1,0
831,BBA,71,61,61,60,1,1,0,5,10,10,60.666666666666664,66.0,60.5,1.0,0.5,32.75,11,-4.0,50.666666666666664,10.0,0,0,1,0
832,Mechanical,83,89,71,66,2,4,10,1,6,7,75.33333333333333,86.0,68.5,3.0,7.0,34.75,17,2.0,68.33333333333333,6.5,0,0,0,1
833,Nursing,58,57,70,89,0,2,1,9,8,9,72.0,57.5,79.5,1.0,1.5,44.25,-31,-8.0,63.0,8.5,0,1,1,0
834,BBA,66,52,54,64,3,3,2,3,8,9,56.666666666666664,59.0,59.0,3.0,2.5,31.0,2,0.0,47.666666666666664,8.5,0,0,1,0
835,Civil,73,76,68,51,0,3,8,0,8,8,65.0,74.5,59.5,1.5,5.5,29.75,22,1.5,57.0,8.0,0,0,1,0
836,Mechanical,84,92,70,63,5,9,10,1,7,3,75.0,88.0,66.5,7.0,9.5,33.75,21,6.0,72.0,5.0,0,0,0,1
837,Pharmacy,72,77,97,87,2,3,2,8,7,6,87.0,74.5,92.0,2.5,2.5,50.0,-15,-5.5,81.0,6.5,0,1,0,0
838,MBBS,70,79,99,98,2,4,2,10,8,7,92.0,74.5,98.5,3.0,3.0,54.25,-28,-7.0,85.0,7.5,0,1,0,0
839,BCom,80,55,60,58,4,3,2,3,5,5,57.666666666666664,67.5,59.0,3.5,2.5,31.0,22,0.5,52.666666666666664,5.0,0,0,0,0
840,Pharmacy,70,81,96,90,2,4,3,7,5,8,89.0,75.5,93.0,3.0,3.5,50.0,-20,-4.0,81.0,6.5,0,0,0,0
841,Nursing,69,61,72,87,3,2,1,8,3,9,73.33333333333333,65.0,79.5,2.5,1.5,43.75,-18,-5.5,64.33333333333333,6.0,0,1,0,0
842,CSE,97,81,69,62,10,10,1,0,2,8,70.66666666666667,89.0,65.5,10.0,5.5,32.75,35,10.0,62.66666666666667,5.0,1,0,0,0
843,BA English,62,62,57,68,0,2,2,0,9,10,62.333333333333336,62.0,62.5,1.0,2.0,31.25,-6,1.0,52.333333333333336,9.5,0,0,1,0
844,CSE,98,81,66,51,10,3,1,1,9,5,66.0,89.5,58.5,6.5,2.0,29.75,47,5.5,61.0,7.0,1,0,0,0
845,Civil,83,75,69,41,2,1,3,2,7,7,61.666666666666664,79.0,55.0,1.5,2.0,28.5,42,-0.5,54.666666666666664,7.0,0,0,0,0
846,MBBS,72,71,96,96,3,2,2,10,5,7,87.66666666666667,71.5,96.0,2.5,2.0,53.0,-24,-7.5,80.66666666666667,6.0,0,1,0,0
847,ECE,89,91,61,49,8,10,5,1,8,5,67.0,90.0,55.0,9.0,7.5,28.0,40,8.0,62.0,6.5,1,0,0,0
848,ECE,89,100,61,46,7,10,4,0,8,4,69.0,94.5,53.5,8.5,7.0,26.75,43,8.5,65.0,6.0,0,0,0,0
849,Civil,75,83,58,52,1,0,6,4,11,6,64.33333333333333,79.0,55.0,0.5,3.0,29.5,23,-3.5,58.33333333333333,8.5,0,0,0,0
850,EEE,93,97,71,46,8,10,3,2,7,5,71.33333333333333,95.0,58.5,9.0,6.5,30.25,47,7.0,66.33333333333333,6.0,1,0,0,0
851,Mechanical,82,90,72,57,0,4,10,2,5,7,73.0,86.0,64.5,2.0,7.0,33.25,25,0.0,66.0,6.0,0,0,0,1
852,Pharmacy,66,72,95,89,4,5,3,10,4,5,85.33333333333333,69.0,92.0,4.5,4.0,51.0,-23,-5.5,80.33333333333333,4.5,0,1,0,0
853,Pharmacy,70,73,95,92,1,5,3,5,8,11,86.66666666666667,71.5,93.5,3.0,4.0,49.25,-22,-2.0,75.66666666666667,9.5,0,0,1,0
854,MBBS,75,86,93,97,2,2,1,10,11,5,92.0,80.5,95.0,2.0,1.5,52.5,-22,-8.0,87.0,8.0,0,1,0,0
855,ECE,88,92,59,47,7,10,2,2,6,5,66.0,90.0,53.0,8.5,6.0,27.5,41,6.5,61.0,5.5,0,0,0,0
856,Nursing,69,60,78,90,2,3,2,9,8,9,76.0,64.5,84.0,2.5,2.5,46.5,-21,-6.5,67.0,8.5,0,1,1,0
857,Nursing,64,55,72,84,1,1,2,9,7,8,70.33333333333333,59.5,78.0,1.0,1.5,43.5,-20,-8.0,62.33333333333333,7.5,0,0,1,0
858,CSE,98,73,75,54,10,4,3,0,5,9,67.33333333333333,85.5,64.5,7.0,3.5,32.25,44,7.0,58.33333333333333,7.0,1,0,0,0
859,Pharmacy,71,76,98,95,1,3,2,9,6,6,89.66666666666667,73.5,96.5,2.0,2.5,52.75,-24,-7.0,83.66666666666667,6.0,0,1,0,0
860,CSE,100,92,64,60,10,9,1,2,8,1,72.0,96.0,62.0,9.5,5.0,32.0,40,7.5,71.0,4.5,1,0,0,0
861,Civil,78,78,59,49,7,1,5,2,5,7,62.0,78.0,54.0,4.0,3.0,28.0,29,2.0,55.0,6.0,0,0,0,0
862,CSE,96,88,55,57,10,4,4,1,5,5,66.66666666666667,92.0,56.0,7.0,4.0,28.5,39,6.0,61.66666666666667,5.0,1,0,0,0
863,ECE,86,91,58,51,5,10,4,1,5,5,66.66666666666667,88.5,54.5,7.5,7.0,27.75,35,6.5,61.66666666666667,5.0,0,0,0,0
864,Pharmacy,67,72,97,88,2,3,2,10,3,3,85.66666666666667,69.5,92.5,2.5,2.5,51.25,-21,-7.5,82.66666666666667,3.0,0,1,0,0
865,CSE,90,87,62,58,10,2,0,1,7,3,69.0,88.5,60.0,6.0,1.0,30.5,32,5.0,66.0,5.0,1,0,0,0
866,BBA,68,53,66,68,6,7,2,2,6,10,62.333333333333336,60.5,67.0,6.5,4.5,34.5,0,4.5,52.333333333333336,8.0,0,0,0,0
867,Mechanical,83,90,77,54,6,8,10,2,5,5,73.66666666666667,86.5,65.5,7.0,9.0,33.75,29,5.0,68.66666666666667,5.0,0,0,0,1
868,CSE,97,80,62,57,10,7,2,1,7,6,66.33333333333333,88.5,59.5,8.5,4.5,30.25,40,7.5,60.33333333333333,6.5,1,0,0,0
869,BBA,66,55,60,56,2,4,0,1,12,9,57.0,60.5,58.0,3.0,2.0,29.5,10,2.0,48.0,10.5,0,0,1,0
870,Mechanical,80,89,72,52,4,5,10,3,8,8,71.0,84.5,62.0,4.5,7.5,32.5,28,1.5,63.0,8.0,0,0,1,1
871,BBA,75,67,57,60,4,5,3,3,8,9,61.333333333333336,71.0,58.5,4.5,4.0,30.75,15,1.5,52.333333333333336,8.5,0,0,1,0
872,EEE,94,88,67,53,3,8,8,0,4,7,69.33333333333333,91.0,60.0,5.5,8.0,30.0,41,5.5,62.33333333333333,5.5,0,0,0,1
873,Pharmacy,69,79,97,94,1,2,3,9,9,8,90.0,74.0,95.5,1.5,2.5,52.25,-25,-7.5,82.0,8.5,0,1,1,0
874,ECE,90,93,64,51,6,10,2,1,6,5,69.33333333333333,91.5,57.5,8.0,6.0,29.25,39,7.0,64.33333333333333,5.5,0,0,0,0
875,CSE,94,92,58,47,10,6,1,2,5,9,65.66666666666667,93.0,52.5,8.0,3.5,27.25,47,6.0,56.66666666666667,7.0,1,0,0,0
876,MBBS,72,87,93,99,1,2,2,10,6,10,93.0,79.5,96.0,1.5,2.0,53.0,-27,-8.5,83.0,8.0,0,1,0,0
